Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,has_name,has_description
0,2.0,136,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,1.0,1,1
1,13.0,100,85,0,5,0,0,2,0,2,2,1,0,1,0,12,0,3.0,1,1
0,3.0,136,0,1,1,4,0,1,1,1,1,1,0,1,0,2,2,3.0,1,1
1,5.0,117,63,1,0,3,5,1,0,1,1,1,0,1,0,12,0,5.0,1,1
0,2.0,136,107,0,0,1,5,1,1,0,0,1,0,1,0,2,0,5.0,1,1
0,24.0,136,107,1,1,0,0,2,0,0,0,2,0,1,0,2,0,1.0,1,1
0,1.0,28,107,1,4,6,0,0,0,1,1,1,0,1,20,3,0,1.0,1,1
0,2.0,136,0,2,3,4,0,1,0,1,1,1,0,4,0,3,0,4.0,1,1
1,7.0,100,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,1.0,1,1
0,3.0,136,107,0,4,0,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1
0,29.0,57,37,0,0,1,4,0,1,0,0,1,0,1,0,7,0,1.0,1,1
0,4.0,136,0,1,0,1,5,1,1,1,1,1,0,1,0,2,0,4.0,1,1
0,6.0,136,14,1,1,0,0,1,0,1,1,1,0,1,100,8,0,1.0,1,1
0,3.0,136,0,1,0,1,0,1,0,1,1,1,0,1,0,12,0,1.0,1,1
1,2.0,98,77,1,0,2,5,1,2,1,0,1,0,1,50,2,0,5.0,1,1
0,8.0,136,0,0,2,4,0,1,0,0,0,0,0,1,110,2,0,4.0,1,1
0,4.0,136,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,2.0,1,1
1,24.0,115,0,0,0,5,5,1,0,0,0,2,1,1,0,12,0,3.0,1,1
1,9.0,100,0,2,0,0,0,1,0,1,0,1,0,2,10,12,0,5.0,1,1
0,2.0,136,0,0,0,1,3,2,0,0,0,1,0,3,0,2,0,4.0,1,1
0,22.0,136,0,1,1,2,3,0,0,0,0,1,0,1,80,2,0,3.0,1,1
0,2.0,136,107,1,4,0,0,1,1,1,0,1,0,1,0,2,0,5.0,1,1
0,2.0,136,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,50,0,2,4,0,1,0,1,1,1,0,1,0,2,0,2.0,1,1
1,1.0,100,0,0,1,0,0,2,0,1,1,1,0,1,0,2,0,4.0,1,1
1,6.0,100,0,0,5,0,0,1,0,0,0,0,0,2,0,12,0,5.0,1,1
1,2.0,100,0,0,0,0,0,0,0,1,0,1,0,1,50,2,0,1.0,1,1
0,3.0,136,107,0,0,1,5,1,1,0,0,1,0,1,0,12,0,2.0,1,1
0,1.0,136,0,1,0,1,5,1,1,1,0,1,0,1,0,12,0,15.0,1,1
0,54.0,62,0,0,0,1,5,1,2,0,0,0,0,1,150,2,0,8.0,1,1
0,3.0,136,107,0,0,1,0,1,0,1,0,1,0,1,150,2,0,3.0,1,1
0,4.0,57,0,0,1,4,4,0,2,2,0,1,0,1,350,2,0,3.0,1,1
0,84.0,5,107,1,0,1,5,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,3.0,136,0,2,0,1,5,1,0,1,2,2,0,4,0,3,0,3.0,1,1
0,2.0,136,0,2,0,1,5,1,1,0,0,1,0,2,0,0,0,2.0,1,1
1,2.0,100,78,0,0,1,3,0,0,1,1,1,1,1,0,2,0,3.0,1,1
0,10.0,136,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,8.0,1,1
1,2.0,100,0,0,1,6,0,1,0,1,1,1,0,1,0,2,0,3.0,0,1
1,1.0,99,0,0,5,0,0,0,1,1,0,1,0,1,0,12,0,5.0,1,1
0,12.0,136,0,1,1,2,5,0,0,2,2,2,0,1,0,4,0,5.0,0,1
1,16.0,100,0,1,0,6,0,1,0,0,0,0,0,1,50,2,0,13.0,1,1
1,3.0,100,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,6.0,1,1
0,6.0,44,0,0,0,2,0,2,0,0,0,0,0,1,0,12,0,4.0,1,1
1,1.0,99,0,2,1,4,5,0,1,1,1,1,0,4,0,2,0,2.0,0,1
0,2.0,136,0,1,0,1,0,1,0,1,1,1,0,1,200,12,0,1.0,1,1
1,12.0,99,0,0,2,6,0,1,1,0,0,0,0,1,0,12,0,5.0,1,1
0,3.0,136,0,1,6,0,0,1,1,1,1,1,0,1,300,12,0,5.0,1,1
1,36.0,98,0,0,6,0,0,1,2,1,0,1,0,1,150,2,0,2.0,1,1
1,3.0,99,0,0,0,6,0,0,1,1,0,1,0,1,0,2,0,10.0,1,1
0,2.0,136,0,1,0,1,0,1,0,1,1,1,0,1,0,12,0,1.0,1,1
1,2.0,129,0,2,5,0,0,1,0,1,0,1,0,2,0,12,0,2.0,1,1
0,2.0,136,107,1,1,0,0,1,1,1,0,1,0,1,0,2,0,7.0,1,1
1,12.0,100,0,1,0,6,0,0,0,0,0,1,0,1,0,2,0,5.0,1,1
0,12.0,136,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,2.0,1,1
0,50.0,57,0,0,5,6,0,0,0,0,0,0,0,1,0,2,0,4.0,1,1
0,48.0,136,0,0,1,6,0,1,1,0,0,0,1,1,0,12,0,2.0,1,1
1,9.0,117,76,0,0,6,0,2,2,1,1,1,0,1,150,12,0,4.0,1,1
1,4.0,85,78,2,1,0,0,1,0,1,1,1,0,4,0,3,0,3.0,1,1
1,1.0,100,0,2,2,5,5,0,0,1,1,1,0,4,0,2,0,3.0,1,1
1,4.0,100,0,1,0,1,2,0,1,1,1,1,0,1,0,8,0,2.0,1,1
0,3.0,136,107,1,0,0,0,1,1,0,0,1,0,1,0,2,0,9.0,1,1
1,1.0,99,77,1,0,1,4,1,1,1,1,1,0,2,0,12,0,7.0,1,1
1,2.0,98,101,0,0,5,5,1,2,1,0,1,0,1,50,2,2,10.0,1,1
1,2.0,98,78,2,0,6,0,2,1,1,0,1,0,4,0,12,0,2.0,1,1
0,102.0,136,0,0,1,6,0,1,0,2,2,2,0,1,0,2,0,1.0,1,1
0,36.0,136,0,0,2,0,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
1,2.0,100,0,1,2,0,0,0,0,1,1,1,0,1,0,12,0,5.0,1,1
0,1.0,136,107,1,0,1,0,1,1,1,0,1,0,1,0,2,0,1.0,1,1
1,4.0,91,77,1,0,2,5,1,1,1,1,1,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,2.0,1,1
1,4.0,117,77,2,0,2,0,1,1,0,0,1,0,4,100,2,0,5.0,1,1
0,3.0,66,107,0,0,1,5,1,1,1,0,1,0,1,0,2,0,5.0,1,1
1,2.0,99,0,1,0,1,2,1,0,1,0,2,0,1,0,2,0,5.0,1,1
1,3.0,100,0,1,2,5,5,1,1,1,1,1,0,2,0,12,0,2.0,0,1
0,12.0,136,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,7.0,1,1
1,12.0,100,0,1,1,4,5,1,0,2,2,2,0,1,0,12,0,5.0,1,1
1,17.0,100,0,1,0,1,5,1,0,1,1,1,0,1,0,2,0,1.0,0,1
0,6.0,136,107,1,6,0,0,1,0,0,0,1,0,1,0,7,0,4.0,1,1
0,48.0,16,0,1,1,6,0,0,0,0,0,1,0,1,0,2,0,0.0,1,1
1,1.0,99,0,2,4,5,0,0,1,1,1,1,0,5,0,2,0,3.0,1,1
0,12.0,156,107,1,0,1,0,1,1,0,0,2,0,3,0,3,0,2.0,1,1
0,24.0,136,107,2,1,6,0,1,0,2,2,2,0,2,0,3,0,3.0,1,1
0,24.0,136,0,1,0,6,0,2,1,0,0,0,0,1,0,2,0,1.0,1,1
1,2.0,100,0,1,0,4,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1
0,3.0,136,0,1,0,6,0,1,1,1,0,1,0,2,0,2,0,1.0,1,1
1,2.0,129,102,2,1,6,0,1,0,1,1,1,0,5,0,12,0,5.0,0,1
1,7.0,100,0,0,0,6,0,1,0,0,0,0,0,1,50,12,0,2.0,1,1
1,3.0,100,0,1,1,4,4,0,0,1,1,1,0,1,0,12,0,5.0,1,1
1,3.0,100,0,1,3,6,0,1,0,0,0,1,0,1,0,2,0,2.0,1,1
0,5.0,136,0,1,0,1,5,1,0,0,0,1,0,6,72,7,0,20.0,1,1
0,36.0,21,0,0,3,0,0,2,1,0,0,1,0,1,0,2,0,3.0,1,1
0,12.0,16,107,0,1,6,0,1,1,0,0,0,0,1,0,4,0,6.0,1,1
0,2.0,136,0,0,4,0,0,1,1,1,1,1,0,1,0,2,0,4.0,1,1
0,2.0,5,107,1,0,1,0,1,1,1,1,1,0,1,0,2,0,1.0,1,1
0,3.0,136,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1,6.0,1,1
1,3.0,91,101,2,0,4,4,1,1,1,1,1,0,2,0,2,0,5.0,1,1
0,18.0,136,0,1,1,6,0,1,0,2,2,2,0,1,0,2,0,2.0,1,1
1,17.0,100,0,1,0,1,5,0,0,2,2,0,0,1,0,2,0,3.0,1,1
1,36.0,99,0,2,0,2,5,1,1,0,0,1,0,5,0,2,0,2.0,1,1
1,3.0,100,0,1,0,1,2,0,0,0,0,1,0,1,0,6,0,5.0,1,1
1,2.0,99,78,1,5,6,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
0,6.0,136,0,0,1,6,0,0,0,0,0,1,0,1,0,3,0,2.0,1,1
0,5.0,136,0,0,1,4,0,1,1,0,0,1,0,1,0,2,0,8.0,1,1
0,0.0,136,0,0,0,1,1,2,0,1,1,1,0,5,0,7,0,7.0,1,1
1,24.0,100,0,0,3,6,0,1,0,1,1,1,1,1,0,5,0,2.0,0,1
1,4.0,100,0,0,0,6,0,1,0,1,1,1,0,1,0,2,0,3.0,1,1
1,8.0,98,0,1,1,6,0,1,2,1,1,1,0,1,0,2,0,2.0,1,1
0,6.0,136,0,1,1,2,0,2,0,0,0,0,0,1,0,5,0,6.0,1,1
1,36.0,100,97,1,1,0,0,2,1,0,0,0,0,2,0,2,0,4.0,1,1
0,2.0,136,0,0,0,0,0,2,0,1,1,1,0,1,0,2,0,3.0,1,1
0,1.0,136,0,1,1,0,0,1,0,1,0,1,0,1,0,2,1,14.0,1,1
0,2.0,136,107,2,0,1,1,1,0,1,1,1,0,5,0,2,0,5.0,1,1
0,2.0,136,107,1,0,1,0,1,1,0,0,1,0,1,0,2,0,3.0,1,1
0,60.0,136,0,0,1,4,5,1,1,2,2,2,0,1,0,2,0,2.0,1,1
0,84.0,77,0,0,2,5,0,0,2,0,0,0,0,1,200,2,0,1.0,1,1
0,1.0,136,0,1,1,4,5,1,1,1,0,1,0,1,0,2,0,4.0,1,1
0,5.0,65,107,1,6,0,0,1,1,0,2,1,0,1,0,2,0,2.0,1,1
1,7.0,100,0,0,5,6,0,1,0,1,0,1,0,1,0,2,0,1.0,0,1
1,2.0,100,0,0,0,5,0,1,0,1,1,1,0,2,0,2,0,4.0,1,1
0,4.0,136,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1.0,1,1
1,2.0,100,97,2,0,1,5,1,1,1,0,1,0,3,0,4,0,11.0,1,1
1,5.0,100,104,1,0,2,3,1,0,1,0,1,0,1,0,12,0,15.0,1,1
0,1.0,136,0,2,0,1,5,0,0,1,1,1,0,17,0,2,0,1.0,0,1
1,2.0,99,0,2,0,1,4,0,1,1,1,1,0,2,0,12,0,3.0,1,1
1,1.0,100,77,0,2,6,0,1,0,1,1,1,0,1,50,2,0,6.0,1,1
0,36.0,136,0,1,1,0,0,1,0,1,1,2,0,1,0,2,0,3.0,1,1
1,3.0,99,77,1,0,5,5,0,1,1,0,0,0,3,0,7,0,9.0,1,1
0,3.0,136,0,0,0,0,0,0,1,2,2,2,0,1,0,12,0,2.0,1,1
0,10.0,44,0,0,0,0,0,2,0,0,0,1,0,1,350,7,0,1.0,1,1
0,2.0,136,0,1,1,0,0,0,1,0,0,1,0,1,0,2,0,1.0,1,1
1,12.0,100,0,0,3,4,5,2,1,1,0,1,0,1,0,12,0,8.0,1,1
0,1.0,136,0,1,0,1,3,1,0,1,0,1,0,1,0,2,0,3.0,1,1
0,2.0,136,0,1,0,0,0,1,0,0,0,1,0,1,0,12,0,5.0,1,1
0,3.0,136,0,0,1,6,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
1,3.0,100,0,0,2,0,0,1,0,1,1,1,0,1,0,12,0,2.0,1,1
1,4.0,100,0,0,5,0,0,1,0,0,1,1,0,1,0,2,0,15.0,1,1
1,3.0,99,0,2,0,5,5,1,1,1,1,1,0,6,0,2,0,3.0,1,1
1,2.0,99,76,1,0,1,5,1,1,0,0,1,0,1,10,12,0,3.0,1,1
0,1.0,136,0,0,0,1,0,1,1,1,1,1,0,1,0,3,0,1.0,1,1
0,8.0,136,0,1,0,6,0,1,0,1,0,0,0,1,0,2,0,1.0,1,1
0,12.0,136,0,2,1,0,0,1,1,2,2,2,0,4,0,12,0,7.0,1,1
1,13.0,132,78,1,0,1,1,1,0,0,0,1,0,1,50,2,0,3.0,1,1
1,18.0,100,0,1,5,0,0,1,0,0,2,0,0,2,0,2,0,3.0,1,1
0,36.0,38,0,1,0,5,0,0,1,2,0,1,0,1,0,2,0,2.0,1,1
0,48.0,8,0,1,2,4,0,2,2,0,0,1,0,2,0,12,0,3.0,0,1
1,0.0,100,0,2,0,1,4,0,0,0,0,0,0,5,0,2,0,5.0,1,1
0,87.0,57,0,1,1,6,0,0,2,2,2,2,1,1,0,1,0,1.0,1,1
1,2.0,99,0,0,0,6,0,1,1,0,0,1,0,1,0,12,0,5.0,1,1
0,2.0,5,107,1,0,1,0,1,0,1,0,1,0,1,250,12,0,2.0,1,1
1,12.0,99,78,1,0,1,5,1,1,1,0,0,0,2,0,2,0,14.0,1,1
1,2.0,100,0,0,0,2,3,1,0,1,1,1,0,5,0,12,0,3.0,1,1
0,36.0,8,6,1,2,0,0,2,2,1,0,1,1,1,0,12,0,5.0,1,1
1,8.0,100,0,1,0,3,5,0,0,2,2,2,0,1,0,12,0,6.0,1,1
0,4.0,136,0,1,0,0,0,1,0,2,2,0,0,1,0,2,0,1.0,1,1
0,36.0,151,0,1,0,6,0,0,1,0,0,0,0,1,0,2,0,5.0,1,1
1,1.0,117,0,2,0,1,2,1,2,1,1,0,0,4,0,2,0,3.0,0,1
1,3.0,99,0,1,5,6,0,1,1,1,0,1,0,1,0,12,0,5.0,1,1
0,3.0,136,0,1,0,6,0,1,0,1,0,1,0,1,0,12,0,3.0,1,1
1,11.0,100,0,1,0,3,5,1,0,0,0,0,0,1,100,2,0,4.0,1,1
1,2.0,100,0,2,1,5,5,1,0,1,1,1,0,4,0,7,0,1.0,1,1
0,6.0,21,107,0,1,0,0,1,0,2,0,0,0,1,8,2,0,3.0,1,1
1,16.0,99,0,0,2,0,0,0,1,1,1,1,0,1,0,12,0,9.0,1,1
0,3.0,136,0,0,0,1,0,1,0,0,0,1,0,1,0,5,0,7.0,1,1
0,3.0,136,0,0,3,6,0,1,0,1,1,1,0,1,0,12,0,2.0,1,1
0,2.0,136,0,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1.0,1,1
0,36.0,28,18,2,1,0,0,0,0,0,0,0,0,2,0,12,0,3.0,1,1
0,3.0,136,0,1,1,4,5,1,1,2,2,2,0,1,0,12,0,2.0,1,1
1,2.0,100,0,1,1,3,5,0,0,2,0,1,0,1,0,12,0,5.0,1,1
1,1.0,100,0,2,0,1,0,1,0,1,1,1,0,2,0,2,0,5.0,1,1
0,84.0,136,0,0,3,0,0,1,1,0,0,0,0,1,0,3,0,1.0,1,1
0,1.0,136,107,1,0,1,0,1,1,2,2,1,0,1,0,2,0,1.0,1,1
0,1.0,136,0,1,0,2,5,1,1,1,0,1,0,1,50,2,0,10.0,1,1
1,6.0,100,0,0,6,0,0,0,1,0,0,0,0,1,0,2,0,3.0,1,1
0,5.0,136,0,0,1,6,0,1,1,1,1,2,0,1,0,2,0,1.0,0,1
0,1.0,136,0,0,0,6,0,1,1,1,1,1,0,1,0,2,0,2.0,1,1
0,36.0,57,0,1,4,6,0,0,1,2,2,2,0,1,0,12,0,3.0,1,1
1,3.0,100,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,4.0,1,1
0,2.0,136,0,1,6,0,0,1,0,1,1,1,0,1,20,3,0,1.0,1,1
0,77.0,8,0,0,2,0,0,1,1,0,0,1,0,1,0,12,0,4.0,1,1
1,1.0,117,69,1,2,5,5,1,2,0,0,1,0,1,150,12,2,6.0,1,1
0,18.0,136,107,1,2,0,0,1,2,0,0,1,0,1,0,2,0,8.0,1,1
0,3.0,65,107,1,0,1,5,2,1,0,0,1,0,1,0,2,0,9.0,1,1
0,2.0,136,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
0,60.0,48,0,0,0,6,0,1,0,0,0,0,0,1,0,1,0,1.0,1,1
0,18.0,136,51,1,0,4,0,0,2,2,0,2,0,1,0,4,0,3.0,1,1
0,48.0,5,4,1,0,1,0,2,2,0,0,0,0,1,0,2,0,3.0,1,1
0,12.0,147,18,1,0,2,0,0,0,2,2,2,0,1,0,12,0,2.0,1,1
0,60.0,44,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0.0,1,1
0,3.0,136,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,3.0,1,1
0,6.0,156,44,1,1,4,0,0,1,2,0,0,0,1,0,12,0,5.0,1,1
0,2.0,136,0,0,0,6,0,1,0,0,0,1,0,1,0,2,0,8.0,1,1
1,36.0,100,0,1,1,4,5,2,0,0,0,0,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,4,0,0,1,0,1,0,1,0,1,0,3,0,1.0,1,1
0,24.0,136,0,0,4,0,0,1,0,0,0,2,0,1,0,2,0,3.0,1,1
0,1.0,58,33,1,0,1,5,0,1,1,1,1,0,1,0,2,0,1.0,1,1
0,3.0,136,0,1,0,4,0,1,0,2,2,2,0,1,0,3,1,17.0,1,1
1,6.0,100,0,1,0,3,5,1,0,1,1,1,0,1,0,2,0,1.0,1,1
1,0.0,100,0,1,2,0,0,1,1,1,1,2,0,1,0,2,0,5.0,1,1
1,4.0,129,106,1,5,6,0,0,1,1,1,1,0,1,0,2,0,5.0,1,1
1,12.0,91,0,1,0,3,5,0,0,1,1,1,0,1,0,2,0,1.0,1,1
0,2.0,136,0,2,0,6,0,1,1,0,0,1,0,5,0,2,1,8.0,1,1
1,12.0,100,66,0,0,1,0,1,0,0,0,0,0,1,0,2,1,17.0,1,1
1,12.0,100,0,0,6,0,0,1,0,0,0,2,0,1,0,2,0,1.0,1,1
0,28.0,33,0,0,4,0,0,0,2,0,0,2,0,1,50,2,0,1.0,1,1
0,3.0,136,0,0,1,6,0,1,1,2,2,2,0,1,0,4,0,3.0,1,1
0,36.0,51,0,0,0,1,5,1,0,2,2,0,0,1,0,5,0,3.0,1,1
1,8.0,100,0,1,4,6,0,1,1,0,0,1,0,1,0,12,0,5.0,1,1
1,2.0,122,0,2,1,4,5,0,1,1,0,1,0,2,0,2,0,6.0,1,1
0,12.0,136,0,0,1,0,0,1,1,2,2,2,0,1,0,2,0,2.0,1,1
0,1.0,136,50,2,0,1,0,1,0,1,1,1,0,6,0,12,0,1.0,1,1
1,3.0,99,0,1,2,5,5,1,1,0,1,1,0,1,0,2,0,4.0,1,1
0,29.0,4,107,0,0,1,0,1,0,0,0,2,0,1,0,3,0,2.0,1,1
0,2.0,136,0,1,0,0,0,1,1,1,1,1,0,1,20,3,0,1.0,1,1
0,2.0,136,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,2.0,1,1
1,3.0,98,0,0,0,0,0,2,2,1,1,1,0,4,0,2,0,5.0,1,1
1,2.0,100,0,1,0,2,5,0,0,1,1,1,0,1,0,12,0,3.0,1,1
0,4.0,136,0,2,0,1,5,1,0,1,1,1,0,5,0,2,0,1.0,0,1
1,5.0,84,0,1,0,4,0,0,0,1,1,1,0,1,0,2,0,1.0,1,1
1,2.0,100,0,1,1,5,5,1,0,1,1,1,0,1,0,12,0,1.0,1,1
1,9.0,122,97,1,0,4,5,1,1,1,1,1,0,1,200,2,0,1.0,1,1
0,3.0,136,0,1,0,1,5,1,0,0,0,1,0,1,0,2,0,4.0,1,1
1,4.0,84,76,1,0,3,0,0,2,1,1,1,0,1,300,2,0,2.0,1,1
1,36.0,131,78,1,0,1,0,1,0,0,0,0,0,1,0,12,0,5.0,1,1
1,3.0,100,0,1,1,0,0,0,0,1,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,107,1,1,2,3,1,0,2,2,2,0,1,0,2,0,3.0,1,1
1,1.0,99,0,1,5,6,0,1,1,1,1,1,0,1,0,2,0,3.0,0,1
1,24.0,100,0,0,5,6,0,1,0,1,1,0,0,1,0,2,0,1.0,1,1
0,3.0,136,0,1,4,0,0,1,0,1,0,1,0,1,0,3,0,10.0,1,1
0,8.0,136,0,0,1,6,0,1,0,0,0,1,0,1,0,12,0,2.0,1,1
0,2.0,136,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,20.0,1,1
1,6.0,100,0,1,0,1,5,1,0,1,0,1,0,1,0,12,0,2.0,1,1
1,12.0,100,0,0,2,3,0,0,0,1,0,0,0,1,50,12,0,4.0,1,1
1,10.0,100,0,0,0,6,0,2,0,1,1,1,0,1,0,7,0,1.0,1,1
0,1.0,136,107,1,0,1,3,0,0,1,0,2,0,2,0,2,0,2.0,1,1
0,3.0,136,0,2,0,1,5,1,0,0,0,0,0,4,0,4,0,3.0,1,1
0,12.0,136,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,2.0,1,1
0,12.0,5,107,0,1,3,5,1,0,1,1,0,0,1,0,12,0,1.0,1,1
1,18.0,100,0,0,2,6,0,0,0,0,0,2,0,1,0,12,0,7.0,1,1
1,6.0,100,0,1,2,3,0,0,1,2,2,2,0,1,1,12,0,1.0,1,1
1,3.0,106,77,1,0,2,5,1,1,1,0,1,0,1,50,2,0,5.0,1,1
0,1.0,136,107,1,0,1,0,1,0,1,1,1,0,1,0,5,0,1.0,1,1
0,1.0,136,0,1,2,0,0,1,0,1,1,1,0,1,0,2,0,1.0,1,1
0,1.0,136,0,0,0,1,0,1,0,2,2,1,0,1,0,2,0,2.0,1,1
0,6.0,136,0,1,1,0,0,2,0,0,0,0,0,2,0,2,0,6.0,1,1
0,3.0,136,0,0,1,6,0,1,1,0,0,1,0,1,100,2,0,3.0,1,1
1,0.0,100,0,0,0,6,0,1,0,1,1,1,0,1,0,12,0,2.0,0,1
0,4.0,136,0,1,0,6,0,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,12.0,136,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,4.0,1,1
0,2.0,136,107,1,1,6,0,1,1,0,0,1,0,1,0,2,0,5.0,1,1
1,2.0,100,0,2,6,0,0,0,0,1,1,1,0,3,0,12,0,3.0,1,1
0,24.0,21,107,0,4,0,0,2,0,1,0,1,1,1,0,12,0,4.0,1,1
1,12.0,100,0,0,6,0,0,2,0,2,2,2,0,1,0,12,0,1.0,1,1
1,1.0,100,0,1,6,0,0,0,0,1,1,1,0,1,0,12,0,5.0,1,1
1,2.0,100,0,0,0,5,5,1,0,1,1,1,0,1,0,2,0,0.0,1,1
1,2.0,115,0,1,0,5,5,0,0,1,0,2,0,1,50,12,0,2.0,1,1
1,2.0,100,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1.0,0,1
1,1.0,100,0,1,0,0,0,0,0,1,1,1,0,1,0,2,0,2.0,1,1
0,3.0,65,10,1,4,5,5,1,1,1,0,1,0,1,150,12,0,8.0,1,1
1,3.0,100,0,0,0,0,0,1,0,2,0,1,1,1,0,2,0,1.0,1,1
0,24.0,136,0,0,1,4,5,1,1,2,2,2,0,1,0,4,0,5.0,1,1
1,1.0,100,0,0,0,6,0,0,0,1,1,1,1,1,0,2,0,1.0,0,1
1,3.0,100,0,0,0,6,0,1,0,1,0,1,0,1,50,12,0,7.0,1,1
1,4.0,100,0,0,2,4,5,0,0,1,0,1,0,1,0,2,0,3.0,0,1
1,1.0,99,0,1,0,0,0,0,0,1,1,2,0,1,0,12,0,2.0,1,1
0,2.0,136,107,0,0,1,0,1,1,1,0,1,0,1,0,2,0,2.0,1,1
0,5.0,136,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,5.0,1,1
1,1.0,100,0,2,2,3,4,1,0,1,1,1,0,4,0,12,0,7.0,1,1
1,13.0,122,92,0,4,6,0,2,0,0,0,1,0,1,0,3,0,6.0,1,1
0,2.0,136,0,0,1,0,0,1,0,1,0,0,0,1,0,12,0,6.0,1,1
0,7.0,38,51,1,4,6,0,1,1,0,0,0,0,1,200,2,0,6.0,1,1
0,1.0,139,51,2,0,4,5,1,0,1,0,1,0,4,0,12,5,5.0,1,1
0,1.0,136,0,1,1,0,0,1,1,1,1,1,0,1,0,3,0,1.0,1,1
1,3.0,85,0,0,5,6,0,2,1,1,0,1,0,1,0,12,0,3.0,1,1
1,2.0,99,0,2,0,3,4,1,1,1,1,1,0,5,0,2,0,4.0,1,1
0,2.0,136,0,1,0,1,5,1,1,0,0,1,0,1,0,2,0,5.0,1,1
0,84.0,46,9,0,0,1,5,1,1,0,0,0,0,1,10,12,0,2.0,1,1
1,2.0,100,78,1,0,6,0,1,0,1,0,1,0,1,0,2,0,11.0,1,1
0,1.0,136,72,0,0,1,0,2,1,0,0,1,0,1,0,2,0,4.0,1,1
1,1.0,100,0,2,0,5,5,1,0,2,2,2,0,11,0,12,0,5.0,1,1
1,4.0,122,0,1,6,0,0,0,0,0,0,1,0,1,0,12,0,0.0,1,1
0,36.0,44,0,1,0,1,0,2,0,0,0,0,0,2,0,12,0,4.0,1,1
1,8.0,100,77,2,1,3,5,1,0,1,0,1,0,3,0,3,0,2.0,1,1
1,12.0,99,0,1,0,3,5,1,1,0,0,1,0,1,0,2,0,2.0,1,1
1,5.0,100,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1.0,0,1
0,12.0,136,0,1,1,0,0,1,1,0,0,0,0,1,0,2,0,5.0,1,1
0,1.0,136,107,0,0,1,1,1,0,1,1,1,0,1,20,2,0,5.0,1,1
0,3.0,136,0,0,0,0,0,1,0,1,0,1,0,1,50,7,0,1.0,0,1
1,2.0,100,0,1,0,6,0,1,0,1,0,1,0,1,0,2,0,3.0,1,1
0,0.0,136,107,2,0,1,1,2,0,2,2,2,0,2,0,2,0,4.0,1,1
1,4.0,100,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,5.0,1,1
1,26.0,122,77,0,5,0,0,1,1,0,0,0,0,1,50,3,0,3.0,1,1
0,60.0,33,44,1,1,2,5,0,1,0,0,1,0,1,0,2,0,5.0,1,1
0,7.0,136,107,1,0,1,0,1,0,1,1,0,0,1,0,7,0,5.0,1,1
1,2.0,122,68,0,1,4,5,0,0,1,1,1,0,1,0,12,0,3.0,1,1
1,3.0,99,77,0,0,6,0,0,1,1,0,1,0,1,0,2,0,5.0,1,1
0,8.0,136,0,1,1,4,0,1,0,0,0,0,0,1,0,3,0,3.0,1,1
1,48.0,100,0,1,0,1,2,1,0,0,0,0,0,1,0,2,0,1.0,1,1
0,12.0,136,0,0,1,4,5,1,0,0,0,0,0,1,0,12,0,3.0,1,1
0,60.0,10,0,1,5,0,0,2,0,1,0,0,0,1,0,2,0,2.0,1,1
0,2.0,136,0,1,1,0,0,1,0,0,0,1,0,1,0,12,0,1.0,1,1
1,7.0,99,78,1,1,4,5,1,1,1,1,1,0,2,0,12,0,5.0,1,1
0,2.0,136,0,2,0,1,5,1,0,2,2,2,0,5,0,2,0,5.0,1,1
